STATION               STATION_NAME                         ELEVATI LATITU LONGIT DATE PRCP   TMAX   TMIN
-----------------     -------------------------------------------- ------ ------ ----------- ------ ----
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.03   58     44
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   50     40
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   42     39
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   46     40
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   55     31
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.04   51     41
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.06   49     29
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.01   52     26
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.04   51     35
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   55     39
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   54     36
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.01   54     27
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.23   54     35
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.05   55     42
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   47     39
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.01   44     33
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   48     29
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.18   44     22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.15   44     35
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.34   40     36
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.16   45     37
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   46     30
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   42     32
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.03   37     28
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   42     18
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   41     27
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.04   43     25
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.03   42     35
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###   0.1   41     33
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.01   34     31
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.01   42     34
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   41     33
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.17   37     24
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   43     35
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   41     29
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.01   37     16
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.01   41     30
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.07   46     38
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.19   49     36
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   50     31
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.01   40     24
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   33     22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   34     15
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   40     31
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.04   41     31
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.06   41     34
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.01   42     30
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   33     19
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.09   36     28
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   35     30
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   31     22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   32     15
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.04   33     24
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   33     18
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   30     15
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   26      8
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   27      9
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   23     15
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   24     14
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   22      8
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   18     -1
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.11   35      3
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.07   40     33
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   40     22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.02   37     20
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   41     36
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.06   41     35
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.03   38     33
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.63   40     38
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.23   39     30
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.01   32     21
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###  0.03   33     29
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   32     27
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   34     22
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   34     32
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   34     33
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   33     30
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   33     28
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   28     23
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   24     18
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0   19      7
GHCND:FIE00146538                                     SODAN    24067.820627.7503   ###     0    8      1
